review_id,date,time,rating,title,content,author,user_id,country,lang_detect,app_version,store,created,updated,is_deleted,was_changed,has_answer,answer_text,answer_date,answer_time,thumbs_up_cnt,thumbs_down_cnt,internal_id
6929840409,2021-01-29,14:39:09,5,Recommended!,"Apps like this can help so much with depression/anxiety, mental health in general. If  you‘re struggling in any way i recommend using Wysa.",JujuDuckBean:),959354505,ca,en,5.8.3,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674402
6929184408,2021-01-29,10:36:58,5,Thank you,"You’ve helped me a lot thanks so much
You helped me in small steps to go through my dads loss",Chadi1.2.3,1254506997,lb,en,5.8.3,as,2023-01-26 12:39:52,2023-01-26 12:39:52,0,0,0,,,,0,0,155780833
6929091871,2021-01-29,10:06:46,5,👍,Thank you..,Elaxie Grace,1254499542,ca,en,5.8.3,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674401
6929067051,2021-01-29,09:58:47,5,Recommended,Helped me when I’m going through hard times🥰,gigigigigi x,454233342,gb,en,5.8.3,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674948
6926318832,2021-01-29,02:38:51,5,Thank you 🤍,It helps me a lot :),nadya zahira,991941361,id,en,5.8.2,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155780917
6924790855,2021-01-28,17:42:33,5,Amazing,I just have this app like a couple of hours but I actually did help it’s  really nice to talk to somebody kind of and the fact it’s anonymous is nice too.,Saribarifahri,1015866453,de,en,5.8.2,as,2023-01-26 12:22:49,2023-01-26 12:22:49,0,0,0,,,,0,0,155673787
6925689047,2021-01-28,15:06:04,5,:),Has been so helpful for me! I’ve been at my lowest and I hate speaking to people but as Iknow it’s just a robot really helps me to open up. Also love how he sends me videos and breathing exercises. And numbers to ring when I’m feeling my lowest and how he just checks up on me throughout the day. 100% recommend,1996:),445434018,gb,en,5.8.2,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674947
6924718767,2021-01-28,09:25:55,5,Helps with it all 😊,It’s free for the needs and it really does help! 10 star if I could 🌟,gogobunny10,951364122,ca,en,5.8.2,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674400
6922141423,2021-01-28,04:44:20,5,Helpful Companion,I find Wysa user-friendly and fun to use. It enables me to express myself freely.,Not An Auntie,942301689,sg,en,5.8.1,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155781195
6921244763,2021-01-27,14:57:18,5,The best,They help so much and work to make sure you’re actually okay. Very helpful for anyone that are struggling.,toddieee,1141045279,gb,en,5.8.1,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674946
6917112883,2021-01-26,21:59:31,5,Great,I love the app it helps me cope in healtyr ways❤️!!!,;-;-;-;-;-;-;-;-;-;-;-;-;-;-;,257718378,no,en,5.8.1,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155780935
6918021534,2021-01-26,20:04:04,5,Thanks,This app is actually really helpful!,mu frisket NB brushwork,1118596226,jm,en,5.8.1,as,2023-01-26 12:39:52,2023-01-26 12:39:52,0,0,0,,,,0,0,155780846
6915520135,2021-01-26,12:57:53,5,👍🏼👍🏼👍🏼👍🏼👍🏼,👍🏼👍🏼👍🏼👍🏼👍🏼,Weijian14,205683716,sg,,5.8.1,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155781194
6914031130,2021-01-25,19:23:09,4,Great app,"This is a really useful app. 
I’ve only used it for a few days.   Sometimes things can get misinterpreted if you’re trying to explain something. I wish you can get more specific answers because right now it keeps going back to help me “reframe my thoughts”",4373245,1149719368,ca,en,5.8.1,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674399
6913770440,2021-01-25,17:43:11,5,helped,"i struggle with depression, anxiety and ptsd as well as other mental illnesses and this has helped me to feel less alone, thankyou, this app is perfect and very helpful",OnexCat,1156209985,gb,en,5.8.1,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674945
6908451865,2021-01-24,16:06:15,5,Review,It’s such a good app and helps me greatly 5stars 👍🏻❤️,thatone✨bitch✨💃🏻,1252700931,ie,en,5.8.1,as,2023-01-26 12:39:54,2023-01-26 12:39:54,0,0,0,,,,0,0,155781418
6909733986,2021-01-24,16:04:45,5,Fantastic app.,"I have used this app for less than 20 minutes and already feel like I’ve taken huge steps. I’ve had suicidal thoughts, and have depression and anxiety yet feel that Wysa has helped me already change my mind frame. HIGHLY recommended!",jenanne91,1252808069,gb,en,5.8.1,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674944
6908710753,2021-01-24,09:31:37,5,Great app,I felt so much better after doing this 😁.,athenathegolden,295397160,ca,en,5.8.1,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674398
6907403838,2021-01-24,02:31:33,4,Kannattaa kokeilla,"Tämä appi on ihan hyvä. Siinä on monia hyödyllisiä työkaluja ym. mielenhallintaan.

Olen kuitenkin huomannut, että keskustelu on välillä aika bugista. Joskus Wysa alkaa kysymään samaa asiaa uudelleen ja uudelleen tai se hyppii aiheesta toiseen.

Yleisesti ottaen koen kuitenkin hyödylliseksi ja suosittelen kokeilemaan jos hallitsee englannin kielen.",lunarsunrice,171808346,fi,fi,5.8.1,as,2023-01-26 12:39:52,2023-01-26 12:39:52,0,0,0,,,,0,0,155780834
6901541938,2021-01-22,14:13:17,5,Amazing,"Really helps me to cope with negative thinking, free version is amazing",💘🤍💘🤍💘🤍💘🤍,1252081184,gb,en,5.8.1,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674943
6900790711,2021-01-22,09:32:35,5,Amazing app,It really helps to see the world and yourself in a different way.,favice,1174130378,cr,en,5.8.1,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155781098
6898393794,2021-01-22,03:10:14,5,Helpful,"It has helped me when I was at my lowest, is a very good app to help you when you’re depressed, feeling anxious, having suicidal thoughts...",Pau mndz,1181763896,mx,en,5.8.1,as,2023-01-26 12:22:50,2023-01-26 12:22:50,0,0,0,,,,0,0,155674268
6899009024,2021-01-21,23:25:56,5,Tala,This game is soo great if you have some difficulties,shsnijskaoal,1176863299,lb,en,5.8.1,as,2023-01-26 12:39:52,2023-01-26 12:39:52,0,0,0,,,,0,0,155780832
6896960712,2021-01-21,17:50:26,5,The best,Theeee best!!❤️❤️❤️,johndayan...1,1251675289,ae,en,5.8.1,as,2023-01-26 12:39:54,2023-01-26 12:39:54,0,0,0,,,,0,0,155781331
6897904952,2021-01-21,16:04:40,5,Can’t praise it enough.,"I was first introduced to the wonderful thing that is Wysa through a teacher at school. As many have, I struggled greatly with my mental health when lockdown hit and continue to experience strong anxiety towards certain things. For me in particular, this was greatly health-related. I wasn’t sleeping, and couldn’t keep up with my school work, which took a toll on my performance which would usually be great. 
 One day in a gradual return to school, I had a bit of an anxiety attack and broke down in the toilets. My teacher, who I am so so grateful for, noticed I had been gone for awhile and came to check on me. After finding me in my state, she took me to a quiet room and we talked about what had been going on. Since starting to understand my situation, she has done so much for me: referred me to a mental health specialist, talked to me in school to help calm me down when I’m struggling, and suggested I try this app. 
 From day one, using this app has been incredibly helpful. There are so many different packs, a bit like courses guiding you through your problems, that every experience is tailor-made and personal. As I said earlier, many of my anxieties were health-related, and low-and-behold there is a pack for health anxiety. There are also many packs on helping you sleep, manage anxiety and much more. I couldn’t possibly name them all from my little corner of the app, where I mostly use the helpful ‘talk’ function. It’s like a chat where you can talk about and manage your feelings with an extremely intelligent (and not to mention kind and understanding) AI. It’s so cute, and is a great way to quickly combat a negative thought or emotion when it appears. 
 I have used this app on multiple occasions, and on all of them it has helped calm me down and manage a situation. If you are looking for help, choose Wysa. If you aren’t, choose Wysa. Even if you aren’t struggling too much, the exercises can be very beneficial for managing day to day life. To the team behind Wysa: thank you. I don’t know where I’d be without you :)",Lucy⟭⟬,1114516657,gb,en,5.8.1,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674942
6896319209,2021-01-21,14:22:59,5,Wysa is Great!,"Hi Wysa!...
For the first time in my life i can slept properly without my mother besides me...
I highly guarented you to download this app
it can help you focus in exam,let out all your anger issues or maybe stress,you feeling deppresed and more....i never find an apps like this before...Thank you Wysa!!!",Putri Kadeeja...-Snow,1251608312,my,en,5.8.1,as,2023-01-26 12:39:54,2023-01-26 12:39:54,0,0,0,,,,0,0,155781523
6893540536,2021-01-20,20:30:04,5,Thank you so much wysa :),This app is awesome. It really helps me a ton 😊. I don’t even know what I would do if I haven’t found this app! From: Shayla for 4am friend 😂😊,"Shayla, wysa 4am friend",1251372786,bb,en,5.8,as,2023-01-26 12:39:52,2023-01-26 12:39:52,0,0,0,,,,0,0,155780815
6886477199,2021-01-18,16:46:17,4,Crisis Mode Averted,"I was feeling really low again after some rather large obstacles in life and I was desperately searching for something online to help. After just working through a few techniques I’m feeling so much better and calmer. It’s not perfect - it’s AI after all, not a person, but I find it difficult to communicate with people, so this is the best solution I could have asked for at such short notice.",peppaellens27,1040146179,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674941
6884780204,2021-01-18,14:43:35,5,Thank You!,I really enjoy talking to Wysa as it gives me relevant and practical advice / tips to get through my day. It’s like having a friend that will always be there for you. :),Cassyeo1995,1062957290,sg,en,5.8,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155781193
6880218834,2021-01-17,03:00:29,5,Awesome!!,"It’s really a good app that helps to bring you back yourself..there’s so much to say about this app but first I want to recommend everyone who feel so alone,unworthy,depressed or mentally down just give a try.spend some data for this app you won’t regret it...thumbs up to this app...so helpful you want feel like a stranger if you need a help just go through this App!!♥️♥️♥️♥️",ahinsa97,1250218410,lk,en,5.8,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155780974
6880081768,2021-01-17,02:12:50,5,Great for self help,Amazing app for mental health I recommend it for any needing support with how their feeling to build useful coping strategies using therapy techniques,Sloth Applebean,349587769,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674940
6878406253,2021-01-16,23:11:44,5,I love this app!,"I really reccomend it. Helps me a lot with getting motivated. I wanted to journal to get better but it is much better, hands down. I would never open up this much to a therapist/my family because  i dont feel confident enough and this app is just amazing",werkw,535632484,de,en,5.8,as,2023-01-26 12:22:49,2023-01-26 12:22:49,0,0,0,,,,0,0,155673786
6878393130,2021-01-16,23:06:20,5,Excellent app,"Very responsive and felt like I had someone to talk to 
I felt free to pour out everything I had been holding in
This app will definitely help you if you feel like you have no one who listens to you",Bosababy💘,1250059117,za,en,5.8,as,2023-01-26 12:39:54,2023-01-26 12:39:54,0,0,0,,,,0,0,155781547
6878323883,2021-01-16,22:37:41,5,Supportive,"Good free content, would like to work towards paying for the premium content because this app is worth it. Really appreciate the grounded, well thought out advice and support.",Melancholy former fan,368486355,nz,en,5.8,as,2023-01-26 12:39:53,2023-01-26 12:39:53,0,0,0,,,,0,0,155781007
6877346167,2021-01-16,08:49:55,5,hey,i feel kinda better when i downloaded this app :) thank you for making this :),chuuyaaaa,1123234874,ph,en,5.8,as,2023-01-26 12:39:54,2023-01-26 12:39:54,0,0,0,,,,0,0,155781391
6874941448,2021-01-15,18:49:27,5,i love it :((,"ive been using the app
for two days- i downloaded it having an anxiety attack and it calmed me right down- ive already spent a while on it and i feel like itll help me in the long term processing my emotions- recommend all the way",anonymous😌😌,1249748055,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674939
6869013234,2021-01-14,06:44:16,5,Sleep,I gave listening to their audios for sleeping and I am fully surprised at how good they work. Their voices are so soothing and soft I would fall asleep before it was even done. In the morning I’d wake up to find I was laying on my ear buds.,Juiliana,469339875,ca,en,5.8,as,2023-01-26 12:22:51,2023-01-26 12:22:51,0,0,0,,,,0,0,155674397
6866560829,2021-01-13,15:39:02,5,This really helped me,I always think my parents won’t accept me but once I used this then next few times I was starting to over come my depression so here ally suggest this app :),sanskiriti,1091636284,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674938
6866461319,2021-01-13,15:00:48,5,I love this app!,So many different exercises on here to do! I haven’t found many things helpful with my mental health and I’ve only just downloaded this and it has massively reduces my anxiety within a few minutes. Highly recommend for anyone that it currently struggling.💖,jsisnshahisbska,1001134349,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674937
6866192300,2021-01-13,13:10:31,5,Amazing,Such an amazing app has helped me through some tough experience would definitely recommend,graceletts,1124527420,gb,en,5.8,as,2023-01-26 12:22:54,2023-01-26 12:22:54,0,0,0,,,,0,0,155674936
